Country,Commodity,Year,Loss Percentage,Loss Quantity,Stage,Method,Reference
America,Cabbages,2005,16.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cabbages,2005,20.1,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cabbages,2004,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2004,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2004,7,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2004,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2004,8,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2003,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2003,7,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2003,8,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2003,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2003,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2002,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2002,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2002,7,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2002,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2002,8,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2001,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2001,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2001,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2001,7,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2001,8,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2000,7,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2000,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2000,8,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2000,12,0,Whole supply chain,National Accounts,N/A
America,Cabbages,2000,12,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2018,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2018,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2018,18.2,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Cantaloupes,2017,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2017,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2016,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2016,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2015,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2015,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2014,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2014,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2013,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2013,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2012,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2012,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2011,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2011,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2010,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2010,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2009,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2009,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2008,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2008,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2008,30,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Cantaloupes,2007,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2007,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2006,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2006,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2006,24.6,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cantaloupes,2006,13.3,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cantaloupes,2005,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2005,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2005,11.1,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cantaloupes,2005,20.9,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cantaloupes,2004,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2004,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2003,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2003,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2002,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2002,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2001,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2001,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2000,8,0,Whole supply chain,National Accounts,N/A
America,Cantaloupes,2000,8,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2019,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2019,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2018,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2018,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2018,7.2,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Carrots & Turnips,2018,62.9,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Carrots & Turnips,2017,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2017,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2016,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2016,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2015,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2015,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2014,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2014,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2014,63,0,Retail,Literature Review,"NA (2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to l&fill (pdf)"
America,Carrots & Turnips,2013,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2013,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2012,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2012,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2011,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2011,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2010,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2010,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2009,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2009,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2008,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2008,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2008,24,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Carrots & Turnips,2008,15,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Carrots & Turnips,2008,17,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Carrots & Turnips,2008,53,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Carrots & Turnips,2007,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2007,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2006,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2006,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2006,4.1,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Carrots & Turnips,2006,42.9,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Carrots & Turnips,2005,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2005,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2005,6.2,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Carrots & Turnips,2005,39.1,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Carrots & Turnips,2004,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2004,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2003,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2003,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2002,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2002,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2001,3,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2001,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2000,12,0,Whole supply chain,National Accounts,N/A
America,Carrots & Turnips,2000,3,0,Whole supply chain,National Accounts,N/A
America,Cattle,2010,4.3,3.99 million head,Harvest,Survey,USDA NASS
America,Cattle,2006,4.7,4.05 million head,Harvest,Survey,USDA NASS
America,Cauliflower & Broccoli,2019,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2019,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2018,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2018,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2018,17.3,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Cauliflower & Broccoli,2018,6.7,0,Retail,Modelled Estimates,"Ron Porat,Amnon Lichter,Leon A. Terry,Roger Harker,Jean Buzby (2018), Postharvest losses of fruit & vegetables during retail & in consumers’ homes: Quantifications, causes, & means of prevention"
America,Cauliflower & Broccoli,2017,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2017,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2016,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2016,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2015,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2015,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2014,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2014,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2013,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2013,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2012,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2012,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2011,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2011,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2010,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2010,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2009,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2009,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2008,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2008,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2008,22,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Cauliflower & Broccoli,2008,30,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Cauliflower & Broccoli,2008,31,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Cauliflower & Broccoli,2008,21,0,Households,Modelled Estimates,"NA (2011), the value of retail- & consumer-level fruit & vegetable losses in the united states"
America,Cauliflower & Broccoli,2007,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2007,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2006,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2006,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2006,11.4,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cauliflower & Broccoli,2006,15.1,0,Retail,Modelled Estimates,"Esenyan, Ani. 2014. Want All, Waste All: Exploring Food Waste in the United States. 2014 Student Theses. Fordham University."
America,Cauliflower & Broccoli,2005,8,0,Whole supply chain,National Accounts,N/A
America,Cauliflower & Broccoli,2005,8,0,Whole supply chain,National Accounts,N/A
